년도,사이버과정명,차수,수행부처,수료율
2022,재난관리자원의운용및공동활용과정,1차,국가민방위재난안전교육원,100.0
2022,재난대응사례 및 대처법과정,1차,국가민방위재난안전교육원,100.0
2022,재무팀 자체 청렴교육,1차,,100.0
2022,재한외국인이 들려주는 상호문화의 이해,1차,국가공무원인재개발원,100.0
2022,적극행정 법제 가이드라인 2.0(중앙행정기관),1차,법제처,100.0
2022,적극행정 연극 돌아온 순희,1차,국가공무원인재개발원,100.0
2022,적극행정 우수 공무원 우대 제도,1차,국가공무원인재개발원,100.0
2022,적극행정 초빙교육(기본 및 심화)_1차수,1차,방위사업청,97.1
2022,"적극행정 테마교육: 이것이 레알 적극행정(조남식, 충주시청 주무관)",1차,국가공무원인재개발원,100.0
2022,"적극행정위원회, 그것이 궁금하다",1차,국가공무원인재개발원,100.0
2022,적극행정의 이해,1차,국가공무원인재개발원,100.0
2022,적극행정의 이해,1차,지방자치인재개발원,100.0
2022,전략은 어떻게 과학이 되었나 - 전략의 탄생,1차,국가공무원인재개발원,100.0
2022,전력발전업무 (2018년)_1차수,1차,방위사업청,57.1
2022,전시 현지구매반 교육,1차,,100.0
2022,전장관리정보체계_1차수,1차,방위사업청,81.3
2022,전쟁으로 보는 한국사 - 대담함vs무모함,1차,국가공무원인재개발원,100.0
2022,전쟁으로 보는 한국사 - 역사의 반복,1차,국가공무원인재개발원,100.0
2022,"전지적 과학 시점 - 꼬리에 꼬리를 무는 역사, 빅 히스토리",1차,국가공무원인재개발원,100.0
2022,절충교역 물품자산 재물조사 용역 제안서 평가,1차,,100.0
2022,정글의 법칙 - 개미처럼 사는가,1차,국가공무원인재개발원,100.0
2022,정글의 법칙 - 따뜻한 우정,1차,국가공무원인재개발원,100.0
2022,정글의 법칙 - 이기적 무리,1차,국가공무원인재개발원,100.0
2022,정답에 도전하는 삐딱한 시선 - 고전을 읽는 이유,1차,국가공무원인재개발원,100.0
2022,정답에 도전하는 삐딱한 시선 - 지피지기면? 친구다!,1차,국가공무원인재개발원,100.0
2022,정보공개제도_1차수,1차,방위사업청,94.0
2022,정보보안 관리자 초급(네트워크 보안),1차,한국전파진흥협회,100.0
2022,정보보안 기사/산업기사,1차,국가공무원인재개발원,100.0
2022,정보보안_1차수,1차,방위사업청,98.4
2022,정보시스템 운영 성과관리 교육,1차,행정안전부,100.0
2022,정보통신 감리전문(실시간 온라인교육),1차,과학기술정보통신부,100.0
2022,정부 규제혁신,1차,국가공무원인재개발원,100.0
2022,정부계약 개요_1차수,1차,방위사업청,76.2
2022,정부계약제도_1차수,1차,방위사업청,75.6
2022,정부조달협정_1차수,1차,방위사업청,72.7
2022,정조시대의 이해 (이덕일 강사),1차,국가공무원인재개발원,100.0
2022,"정책, 원하고 원망하는 당신에게_정책 때문에 속 터지시죠?",1차,국가공무원인재개발원,100.0
2022,"정책, 원하고 원망하는 당신에게_정책만사 새옹지마",1차,국가공무원인재개발원,100.0
2022,"정책, 현장 기록으로 보는 기록관리의 중요성_1차수",1차,방위사업청,85.9
2022,정책소통 종합과정(1차),1차,문화체육관광부,100.0
2022,정책소통 프로세스의 이해,1차,국가공무원인재개발원,100.0
2022,정책이론보고서 작성법,1차,국가공무원인재개발원,100.0
2022,제 418기 국어전문교육과정,1차,국립국어원,100.0
2022,제10기 '22년 new 국방부 아동학대 예방교육,1차,국방부,100.0
2022,제10기 9급신규자과정(지역인재 수습직원),1차,국가공무원인재개발원,100.0
2022,제10기 브랜드 관리 실무과정,1차,국제지식재산연수원,100.0
2022,제10회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제11회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제12기 면접관 역량향상 과정,1차,국가공무원인재개발원,100.0
2022,제12회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제13기 국가송무 행정심화과정,1차,법무연수원,100.0
2022,제13기 국방부 성인지사이버교육,1차,국방부,100.0
2022,제13회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제14기 국가송무 민사심화과정,1차,법무연수원,100.0
2022,제167기 5급 승진관리자과정,1차,국가공무원인재개발원,100.0
2022,제16기 '22년 new국방부 성인지 원격교육(4대폭력예방),1차,국방부,100.0
2022,제16기 '22년 new국방부 성인지 원격교육(성인지력 향상),1차,국방부,100.0
2022,제17기 7급신규자과정(지역인재 수습직원),1차,국가공무원인재개발원,100.0
2022,제196기 고위공무원단후보자 과정,1차,국가공무원인재개발원,100.0
2022,제19기 국방부 성인지원격교육(성인지력 향상),1차,국방부,100.0
2022,제19기'22년new국방부 아동학대 예방교육,1차,국방부,100.0
2022,제1기  빅데이터와 인공지능의 이해,1차,국가공무원인재개발원,100.0
2022,제1기 개인정보 해결사 백실장이 간다! 학원업,1차,국가공무원인재개발원,100.0
2022,제1기 개인정보보호 실무,1차,국가공무원인재개발원,100.0
2022,제1기 공무원이 알아야 할 민법과정(핵심-공통),1차,법제처,100.0
2022,제1기 국가계약관계 법령의 이해과정,1차,법제처,100.0
2022,제1기 기록관 일반과정,1차,국가기록원,100.0
2022,제1기 메타버스의 이해와 활용,1차,국가공무원인재개발원,100.0
2022,제1기 엑셀 VBA 기초 코딩,1차,국가공무원인재개발원,100.0
2022,제1기 이해충돌방지법 바로알기,1차,청렴연수원,100.0
2022,제1기 파이썬 실무 활용,1차,국가공무원인재개발원,100.0
2022,제20기 국방부 성인지원격교육(성인지력 향상),1차,국방부,100.0
2022,제22-1기 감사분야별자과정(직무감찰반),1차,감사교육원,100.0
2022,제22-2기 감사분야별자과정(직무감찰반),1차,감사교육원,100.0
2022,제23기 아동학대 예방교육,1차,국방부,100.0
2022,제258기 과장후보자과정,1차,국가공무원인재개발원,100.0
2022,제26기 과장후보자 역량레벨업과정,1차,국가공무원인재개발원,100.0
2022,"제2기 국가계약관계 법령의 이해 과정(기초)(중앙,공공)",1차,법제처,100.0
2022,제2기 국방부 성인지 사이버교육,1차,국방부,100.0
2022,제2기 데이터 사고력 키우기,1차,국가공무원인재개발원,100.0
2022,제2기 문제해결능력 향상과정,1차,국가공무원인재개발원,100.0
2022,제2기 법령해석과정(중앙),1차,법제처,100.0
2022,제2기 사례중심 규제법령정비과정,1차,법제처,100.0
2022,제2기 사례중심 실무 건축법제과정,1차,법제처,100.0
2022,제2기 신규자 과정,1차,청렴연수원,100.0
2022,제2기 지방계약법 시설공사계약실무,1차,공공조달역량개발원,100.0
2022,제2기 청렴교육 내부강사 양성과정,1차,청렴연수원,100.0
2022,제2기 행정법일반과정,1차,법제처,100.0
2022,제31기 지식재산의 이해과정,1차,국제지식재산연수원,100.0
2022,제32기 지식재산의 이해,1차,국제지식재산연수원,100.0
2022,제35기 통일미래기획과정,1차,통일교육원,100.0
2022,제3기 영어권 장기국외훈련자과정,1차,국가공무원인재개발원,100.0
2022,제3기 이해충돌방지법 바로알기,1차,청렴연수원,100.0
2022,제40회 공공HRD콘테스트 설명회,1차,국가공무원인재개발원,100.0
2022,제410기 국어전문교육과정,1차,국립국어원,100.0
2022,제414 국어전문교육과정,1차,국립국어원,100.0
2022,제4기 국방부 성인지 원격교육,1차,국방부,100.0
2022,제4기 국방부 성인지 원격교육(4대폭력예방),1차,국방부,100.0
2022,제4기 사례중심 규제법령정비과정(공통),1차,법제처,100.0
2022,제4차 세종리더십세미나,1차,인사혁신처,100.0
2022,제5기 데이터기반 업무능력 향상과정,1차,국가공무원인재개발원,100.0
2022,제5회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제6기 공무원이 알아야 할 민법과정(핵심),1차,법제처,100.0
2022,제6기 알기 쉬운 법령 만들기,1차,법제처,100.0
2022,제6기 청렴교육 내부강사 양성과정,1차,청렴연수원,100.0
2022,제6회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제6회 취업행위제한제도의 이해 온라인교육,1차,인사혁신처,100.0
2022,제7기 규제혁신 실천과정,1차,국가공무원인재개발원,100.0
2022,제7기 이해충돌방지법 바로알기,1차,청렴연수원,100.0
2022,제7회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제8회 우주지휘통신 분야 기술세미나,1차,,100.0
2022,제91기신임과장 과정,1차,국가공무원인재개발원,100.0
2022,제안요청서 작성 및 제안서 평가_1차수,1차,방위사업청,86.0
2022,제왕학의 교과서 자치통감 - 목표를 향해 가는 여러 길,1차,국가공무원인재개발원,100.0
2022,제왕학의 교과서 자치통감 - 정책전환이 필요할 때,1차,국가공무원인재개발원,100.0
2022,제왕학의 교과서 자치통감 - 직무와 지위,1차,국가공무원인재개발원,100.0
2022,제왕학의 교과서 자치통감 - 퇴로를 없애는 전략 ‘배수진’,1차,국가공무원인재개발원,100.0
2022,조달계획 예산관리_1차수,1차,방위사업청,63.6
2022,조선관료실록,1차,국가공무원인재개발원,100.0
2022,조선관청 기행,1차,국가공무원인재개발원,100.0
2022,조직 인콰이어리 - 의사결정의 무게를 견뎌라!,1차,국가공무원인재개발원,100.0
2022,조직 인콰이어리 - 적과의 동침,1차,국가공무원인재개발원,100.0
2022,조직 인콰이어리 - 집중이 필요할 때,1차,국가공무원인재개발원,100.0
2022,조직 인콰이어리 - 혁신은 누가 하는가?,1차,국가공무원인재개발원,100.0
2022,조직을 위한 합리적 선택과 의사결정하기,1차,국가공무원인재개발원,100.0
2022,종합군수지원_1차수,1차,방위사업청,90.0
2022,주재현 JFKN어학프로그램(영어),1차,주재현JFKN어학연구소,100.0
2022,"줌 인 러시아 - 고대 러시아의 백미, 황금고리",1차,국가공무원인재개발원,100.0
2022,줌 인 러시아 - 찬란한 예술의 궁전 에르미타주,1차,국가공무원인재개발원,100.0
2022,"줌 인 러시아 - 크렘린, 脫몽골을 위한 사투의 역사",1차,국가공무원인재개발원,100.0
2022,"줌 인 러시아 - 탄압의 땅, 카잔의 타타르인",1차,국가공무원인재개발원,100.0
2022,중간관리자는 어떻게 전문가가 되는가?,1차,국가공무원인재개발원,100.0
2022,중간관리자는 어떻게 조직의 미래를 만들어가는가?,1차,국가공무원인재개발원,100.0
2022,중대재해처벌법 안전보건관리 전문가 초빙교육,1차,,88.3
2022,중박 콘텐츠 만드는 방법,1차,국가공무원인재개발원,100.0
2022,지속가능한 경제와 ESG,1차,국가공무원인재개발원,100.0
2022,지출관리_1차수,1차,방위사업청,100.0
2022,직원 보안의식 향상을 위한 방첩교육(헬기사업부),1차,,100.0
2022,직장내 성폭력·성희롱 예방,1차,국가공무원인재개발원,100.0
2022,차원이 다른 디지털 커뮤니케이션,1차,국가공무원인재개발원,100.0
2022,창의적 문제 해결과 TRIZ,1차,국가공무원인재개발원,100.0
2022,창의적 사고를 위한 원칙없는 원칙(삼시세끼 나영석 PD),1차,국가공무원인재개발원,100.0
2022,책으로 읽어주는 청렴이야기(1) 놀이터에서 생긴일,1차,국가공무원인재개발원,100.0
2022,책으로 읽어주는 청렴이야기(2) 우리의 약속,1차,국가공무원인재개발원,100.0
2022,처세(處世)의 기술 - 상상력을 통제하라,1차,국가공무원인재개발원,100.0
2022,처세(處世)의 기술 - 승진하더니 사람이 달라졌다?,1차,국가공무원인재개발원,100.0
2022,처세(處世)의 기술 - 왜 팽 당하는 가?,1차,국가공무원인재개발원,100.0
2022,처세(處世)의 기술 - 워라밸을 꿈꾸는 그대에게,1차,국가공무원인재개발원,100.0
2022,처세(處世)의 기술 - 초심의 깊이,1차,국가공무원인재개발원,100.0
2022,처음의 역사 - 식민지 개념의 변화,1차,국가공무원인재개발원,100.0
2022,처음의 역사 - 영토의 역사,1차,국가공무원인재개발원,100.0
2022,철학자의 시선 - 실존은 본질에 앞선다,1차,국가공무원인재개발원,100.0
2022,철학자의 시선 - 여우와 고슴도치,1차,국가공무원인재개발원,100.0
2022,철학자의 시선 - 오늘을 잡아라,1차,국가공무원인재개발원,100.0
2022,철학자의 시선 - 행복은 영혼의 활동이다,1차,국가공무원인재개발원,100.0
2022,철학자의 시선 - 행운은 용기 있는 자를 돕는다,1차,국가공무원인재개발원,100.0
2022,청 소식지(청아람) 원고 기고자,1차,,100.0
2022,청 외국어교실 1기,1차,,100.0
2022,청 외국어교실 2기,1차,,100.0
2022,청 외국어교실 3기,1차,,100.0
2022,청 정보화 소개_1차수,1차,방위사업청,90.9
2022,청년참여 거버넌스 온라인 교육,1차,국가공무원인재개발원,100.0
2022,청렴 북 콘서트_1차수,1차,방위사업청,88.8
2022,청렴 북러닝(1) '연반인' 재재PD가 20대에게 전하는 말,1차,국가공무원인재개발원,100.0
2022,청렴 북러닝(2) 티모시의 유산-최승필 작가,1차,국가공무원인재개발원,100.0
2022,청렴 북러닝(3) 정직함의 힘-김경일 교수,1차,국가공무원인재개발원,100.0
2022,청렴 북러닝(4) 우리가 인생이라 부르는 것들-정재찬 교수,1차,국가공무원인재개발원,100.0
2022,"청렴, 미래를 위한 약속_1차수",1차,방위사업청,90.7
2022,청렴교육(청렴 Live),1차,,97.9
2022,청렴판단력 키우기,1차,국가공무원인재개발원,100.0
2022,청렴판단력 키우기,1차,국토교통인재개발원,100.0
2022,청탁금지법의 이해,1차,지방자치인재개발원,100.0
2022,청탁금지법의 이해_1차수,0차,방위사업청,58.1
2022,청탁금지법의 이해_1차수,1차,방위사업청,95.2
2022,체계공학 SE 이해_1차수,1차,방위사업청,86.9
2022,초등아이 감정 사용법,1차,국가공무원인재개발원,100.0
2022,"초연결 초지능사회, 어떤 인재를 키워야 하나?",1차,국가공무원인재개발원,100.0
2022,초연결경제의 비전과 도전 (서강대학교 현대원 교수),1차,국가공무원인재개발원,100.0
2022,취업심사제도 및 행위제한제도의 이해,1차,국가공무원인재개발원,100.0
2022,친절한 특허출원 등록 실무 Part.1,1차,국가공무원인재개발원,100.0
2022,친절한 특허출원 등록 실무 Part.2,1차,국가공무원인재개발원,100.0
2022,컴퓨터 네트워크 및 보안,1차,국가공무원인재개발원,100.0
2022,코로나블루,1차,국가공무원인재개발원,100.0
2022,클라우드컴퓨팅이 가져온 비지니스 혁신,1차,국가공무원인재개발원,100.0
2022,"클래식, 시대의 맥박을 듣다",1차,국가공무원인재개발원,100.0
2022,탄소중립이 뭐길래,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - '주스' 주세요,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 꿈보다 해몽,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 니은 이야기,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 동병상련은 힘들다,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 우리가 ‘덮어놓은’ 것들,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 우리는 참 다행이다,1차,국가공무원인재개발원,100.0
2022,토닥토닥 우리말 - 지나쳐서 보지 못한 것,1차,국가공무원인재개발원,100.0
2022,통계를 활용한 보고서 작성법,1차,국가공무원인재개발원,100.0
2022,통계적으로 사고하기,1차,국가공무원인재개발원,100.0
2022,통합적 사고 및 기획력 향상,1차,국가공무원인재개발원,100.0
2022,통합적 사고 및 기획력 향상,1차,지방자치인재개발원,100.0
2022,트레킹 버킷리스트 - 러시아의 심장 모스크바의 도심 트레킹,1차,국가공무원인재개발원,100.0
2022,트레킹 버킷리스트 - 삼나무와 함께 걷는 길 ‘시코쿠오헨로’,1차,국가공무원인재개발원,100.0
2022,"트레킹 버킷리스트 - 시인이 사랑한 길, 레이크 디스트릭트",1차,국가공무원인재개발원,100.0
2022,"트레킹 버킷리스트 - 영국 트레킹의 중심, 페니네웨이",1차,국가공무원인재개발원,100.0
2022,"트레킹 버킷리스트 - 요들송의 배경, 스위스 바흐알프 호수",1차,국가공무원인재개발원,100.0
2022,"트레킹 버킷리스트 - 하늘이 허락해야 갈 수 있는 곳, 울릉도",1차,국가공무원인재개발원,100.0
2022,트렌드세터가 선택하는 멀티컬쳐_ 도해주대리 어디가? 인도네시아편,1차,국가공무원인재개발원,100.0
2022,"특별한 나의 특별한 지금, 제주를 느끼다",1차,국가공무원인재개발원,100.0
2022,"특별한 나의 특별한 지금, 제주를 만나다",1차,국가공무원인재개발원,100.0
2022,특허로 보는 미래 - 넷플릭스의 혁신,1차,국가공무원인재개발원,100.0
2022,특허로 보는 미래 - 듀폰의 도전,1차,국가공무원인재개발원,100.0
2022,"특허로 보는 미래 - 매출왕, 월마트",1차,국가공무원인재개발원,100.0
2022,특허로 보는 미래 - 토요타의 야심,1차,국가공무원인재개발원,100.0
2022,특허로 보는 미래 - 특허로 보는 코로나19,1차,국가공무원인재개발원,100.0
2022,틀을 깨는 인간 창의성의 비밀,1차,국가공무원인재개발원,100.0
2022,틀을 깨라 - NO 내로남불,1차,국가공무원인재개발원,100.0
2022,틀을 깨라 - 상대의 관점에서,1차,국가공무원인재개발원,100.0
2022,틀을 깨라 - 생각의 연결,1차,국가공무원인재개발원,100.0
2022,틀을 깨라 - 아는 것의 수준을 높이자,1차,국가공무원인재개발원,100.0
2022,틀을 깨라 - 이기는 게임을 만드는 법,1차,국가공무원인재개발원,100.0
2022,티키타카 비정형 학습,1차,국가공무원인재개발원,100.0
2022,"평등한 일상, 폭력예방교육(고위직)",1차,국가공무원인재개발원,100.0
2022,"평등한 일상, 폭력예방교육(고위직)",1차,국민권익위원회,100.0
2022,"평등한 일상, 폭력예방교육(일반)",1차,국가공무원인재개발원,100.0
2022,"평등한 일상,폭력예방교육(고위직)",1차,국립환경인력개발원,100.0
2022,평판으로 소통하라 - 가시성을 확보하라,1차,국가공무원인재개발원,100.0
2022,평판으로 소통하라 - 평판의 출발점,1차,국가공무원인재개발원,100.0
2022,포스트 차이나 시대-동남아의 국제 관계,1차,국가공무원인재개발원,100.0
2022,포스트 차이나 시대-동남아의 정치 경제,1차,국가공무원인재개발원,100.0
2022,포스트휴먼이 온다 - 포스트휴먼 시대를 위한 사회 설계는?,1차,국가공무원인재개발원,100.0
2022,"포스트휴먼이 온다 - 포스트휴먼, 막을 수 있을까",1차,국가공무원인재개발원,100.0
2022,품질관리_1차수,1차,방위사업청,76.0
2022,프로젝트 관리 지식체계 소개_1차수,1차,방위사업청,83.3
2022,프로젝트 범위관리_1차수,1차,방위사업청,92.3
2022,프로젝트 의사소통관리_1차수,1차,방위사업청,71.4
2022,프로젝트 인적자원관리_1차수,1차,방위사업청,90.0
2022,프로젝트 일정관리_1차수,1차,방위사업청,88.9
2022,프로젝트 통합관리_1차수,1차,방위사업청,81.8
2022,프로젝트 품질관리_1차수,1차,방위사업청,90.0
2022,프로젝트관리 개요_1차수,1차,방위사업청,100.0
2022,피터 드러커가 살아있다면 무슨 말을 할까?,1차,국가공무원인재개발원,100.0
2022,하반기 업무추진 방향 및 방첩 교육(국제협력관),1차,,100.0
2022,한국독립운동의 역사,1차,국가공무원인재개발원,100.0
2022,한국인의 행복한 마음 찾기 (성균관대학교 이기동 교수),1차,국가공무원인재개발원,100.0
2022,한국정치와 방위사업(김종대 前의원 특강)_1차수,1차,방위사업청,93.3
2022,한국판 그린뉴딜 핵심과제,1차,국가공무원인재개발원,100.0
2022,한국판뉴딜 (고용안전망),1차,국가공무원인재개발원,100.0
2022,한국판뉴딜 (그린뉴딜),1차,국가공무원인재개발원,100.0
2022,한국판뉴딜 (디지털뉴딜),1차,국가공무원인재개발원,100.0
2022,한국형전투기사업단  직무전문성 강화교육(10/7),1차,,100.0
2022,한국형전투기사업단 직무전문성 강화교육(10/21),1차,,100.0
2022,한국형전투기사업단 체계총괄계약팀 전문성 강화교육(2회차),1차,,100.0
2022,한국형전투기사업단 체계총괄계약팀 전문성 강화교육(3회차),1차,,100.0
2022,한국형전투기사업단 체계총괄팀 전문성 강화교육,1차,,96.4
2022,한국형전투기사업단 체계총괄팀 전문성 강화교육(4회차),1차,,100.0
2022,한국형전투기사업단 체계총괄팀 전문성 강화교육(5회차),1차,,100.0
2022,한글 2018 제대로 배우기,1차,국가공무원인재개발원,100.0
2022,한반도 경제의 오늘과 내일,1차,국가공무원인재개발원,100.0
2022,한반도 통일 역사와 문화 유산(2022년 최신)_1차수,1차,방위사업청,95.6
2022,한반도 통일 역사와 문화유산,1차,지방자치인재개발원,100.0
2022,한반도 통일 역사와 문화유산_1차수,1차,방위사업청,92.3
2022,항공기사업부 외부전문가 초청강의,1차,,100.0
2022,핵심만 콕! 고객지향 마인드와 실행전략,1차,국가공무원인재개발원,100.0
2022,핵심만 콕! 대인관계와 네트워킹 방법,1차,국가공무원인재개발원,100.0
2022,핵심만 콕! 인사실무와 인력관리,1차,국가공무원인재개발원,100.0
2022,핵심만 콕! 인재육성과 HRD,1차,국가공무원인재개발원,100.0
2022,핵심만 콕! 홍보의 핵심과 실행전략,1차,국가공무원인재개발원,100.0
2022,핵심만 콕! 회계의 기초와 필수 회계원리,1차,국가공무원인재개발원,100.0
2022,핵심실무자는 어떻게 전문가가 되는가?,1차,국가공무원인재개발원,100.0
2022,핵심실무자는 어떻게 조직에 활력을 불어넣는가?,1차,국가공무원인재개발원,100.0
2022,행복한 리더를 위한 스트레스 다스리기 (강북삼성병원 신영철),1차,국가공무원인재개발원,100.0
2022,행정기본법 해설,1차,법제처,100.0
2022,행정복지팀 청렴교육,1차,,100.0
2022,행정심판 실무 입문,1차,청렴연수원,100.0
2022,행정심판 청구부터 재결까지 핵심정리,1차,국가공무원인재개발원,100.0
2022,행정전자서명 인증업무담당자 교육,1차,한국지역정보개발원,100.0
2022,행정정보 데이터세트 기록관리(3기),1차,국가기록원,100.0
2022,헌법과 국가기관,1차,국가공무원인재개발원,100.0
2022,헌법의 이해,1차,국가공무원인재개발원,100.0
2022,헌법재판소 주요 결정의 이해,1차,국가공무원인재개발원,100.0
2022,헌혈(봉사활동),1차,,100.0
2022,헬기사업부 직원 전문성 향상을 위한 K-RMF 소개 교육,1차,,100.0
2022,혁신공무원 박종우,1차,국가공무원인재개발원,100.0
2022,혁신의 연장통 - 비소비 경쟁,1차,국가공무원인재개발원,100.0
2022,"혁신의 愚 - 개선할 것인가, 개발할 것인가",1차,국가공무원인재개발원,100.0
2022,혁신의 愚 - 성공이 실패를 부르는 순간,1차,국가공무원인재개발원,100.0
2022,혁신의 愚 - 영역이 파괴되는 순간,1차,국가공무원인재개발원,100.0
2022,협상계약실무,1차,공공조달역량개발원,100.0
2022,협상기법_1차수,1차,방위사업청,88.9
2022,협업의 스킬 - 33인의 생명을 구한 협업,1차,국가공무원인재개발원,100.0
2022,협업의 스킬 - 협업을 이끄는 리더,1차,국가공무원인재개발원,100.0
2022,협업의 스킬 - 협업이란 무엇인가?,1차,국가공무원인재개발원,100.0
2022,화제의 스타트업 - 혁신 스타트업 기업,1차,국가공무원인재개발원,100.0
2022,회계제도의 이해,1차,국가공무원인재개발원,100.0
2022,회계지만 괜찮아_ 회계지능 높이기,1차,국가공무원인재개발원,100.0
2022,획득관리와 체계공학_1차수,1차,방위사업청,85.4
2022,효과적인 면접을 위한 Dos&Don'ts,1차,국가공무원인재개발원,100.0
2022,흔적의 역사 - 영산강 '고분 아파트'와 여성 지도자,1차,국가공무원인재개발원,100.0
2022,"新경성실록 - 나를 잊지 마오, 최재형",1차,국가공무원인재개발원,100.0
2022,新경성실록 - 시대를 앞서간 청년 의사,1차,국가공무원인재개발원,100.0
2022,韓방위사업교육원-美국방획득대학교(DAU) 공동워크숍,1차,,100.0
2023,'23-1차 기반전력사업본부 외부전문가 초빙 세미나,1차,,100.0
2023,'23-3차 주요 조선 및 항공 방산업체 초청 세미나,1차,,100.0
2023,'23-4차 지상 화력분야 방산업체 초청 세미나,1차,,100.0
2023,'23년 2월 공무원 마음건강센터 교육 프로그램(`23년 소비 트렌드와 소비전략 세우기),1차,,100.0
2023,'23년 2월 공무원 마음건강센터 교육 프로그램(하트석고방향제 만들기),1차,,100.0
2023,'23년 담당급 홍보 역량강화 교육,1차,,100.0
2023,'23년 상반기 멘토링 운영결과,1차,,100.0
2023,'23년 상반기 미래전력사업본부 통합체계지원요소(IPS) 교육,1차,,100.0
2023,'23년 소요군-화력사업부 탄약분야 전략회의,1차,,100.0
2023,'23년 韓방위사업교육원-美국방획득대학교 실무워크숍,1차,,100.0
2023,'23년 韓방위사업교육원-美국방획득대학교 실무워크숍(9.14.),1차,,100.0
2023,'러시아-우크라이나 戰' 교훈 분석 세미나,1차,,100.0
2023,(2023년 공직자 안보교육) 궁금한 우리 안보 이야기,1차,국가공무원인재개발원,100.0
2023,(new) 공직자를 위한 보고서 잘 쓰는 법,1차,국가공무원인재개발원,100.0
2023,"(고위급) '21년 성인지력 향상 및 성매매, 가정폭력 예방교육_1차수",0차,방위사업청,0.0
2023,(신)개인정보보호법 이해하기,1차,우정공무원교육원,100.0
2023,(직무감찰) 감사정보활용 및 직무감찰기법,1차,감사교육원,100.0
2023,(회계) 계약감사 기준 및 사례,1차,감사교육원,100.0
2023,(회계) 공공계약법의 이해,1차,감사교육원,100.0
2023,1분기 정기안전교육,1차,국방과학연구소,100.0
2023,2020 세바시_좋은 부모란,1차,국가공무원인재개발원,100.0
2023,2020 적극행정 추진방안_1차수,1차,방위사업청,82.6
2023,2022년 귀속 e-사람 연말정산 급여담당자 교육,1차,인사혁신처,100.0
2023,2023  공직자 정기 재산변동신고 설명회_1차수,1차,방위사업청,83.6
2023,2023 공직자 안보교육(궁금한 우리 안보 이야기)_1차수,1차,방위사업청,93.1
2023,2023 방산기술보호 컨퍼런스,1차,,100.0
2023,2023년 10월 한국양성평등교육진흥원 성인지정책교육 이수통보,1차,한국양성평등교육진흥원,100.0
2023,2023년 2월 헌혈,1차,,100.0
2023,2023년 3월 헌혈,1차,,100.0
2023,2023년 4대폭력 예방교육,1차,국방과학연구소,100.0
2023,2023년 6월 성인지정책교육(한국양성평등교육진흥원),1차,한국양성평등교육진흥원,100.0
2023,2023년 7월 양성평등교육진흥원 성인지정책교육,1차,한국양성평등교육진흥원,100.0
2023,2023년 8월 한국양성평등교육진흥원 성인지정책교육,1차,한국양성평등교육진흥원,100.0
2023,2023년 9월 성인지정책교육,1차,한국양성평등교육진흥원,100.0
2023,2023년 「인재개발플랫폼」찾아가는 설명회,1차,,100.0
2023,2023년 갑질 예방 교육,1차,,97.6
2023,2023년 공공데이터 제공 운영 교육,1차,행정안전부,100.0
2023,2023년 국방부 성인지 원격교육A,1차,국방부,100.0
2023,2023년 국방부 성인지교육B,1차,국방부,100.0
2023,2023년 긴급지원 신고의무 교육,1차,국립외교원,100.0
2023,2023년 긴급지원 신고의무 교육,1차,우정공무원교육원,100.0
2023,2023년 데이터 역량강화 교육(기획활용),1차,행정안전부,100.0
2023,2023년 데이터 역량강화 교육과정(초급분석),1차,행정안전부,100.0
2023,2023년 디지털정부 성과관리 기관 설명회,1차,,100.0
2023,2023년 디지털정부 성과관리 제도개선 설명회,1차,,100.0
2023,2023년 방위사업관계법 세미나(6월),1차,,98.7
2023,2023년 방첩정책과정 교육,1차,국가정보원,100.0
2023,2023년 범부처 디지털소통 실무역량 강화 교육,1차,문화체육관광부,100.0
2023,2023년 범정부 디지털소통 역량강화 교육(4회차),1차,문화체육관광부,100.0
2023,2023년 범정부EA포털 정보자원 등록관리 교육,1차,행정안전부,100.0
2023,2023년 상반기 민원 친절교육,1차,,99.9
2023,2023년 상반기 적극행정 교육,1차,,99.2
2023,2023년 성과관리 시행계획(안) 설명회,1차,,100.0
2023,2023년 아동학대 예방교육,1차,국립외교원,100.0
2023,2023년 온나라 문서 및 전자문서유통시스템 유지관리 사업 착수보고회,1차,,100.0
2023,2023년 장애 인식개선 교육,1차,국방과학연구소,100.0
2023,2023년 전직원 대상 보안교육,1차,,99.3
2023,2023년 정기 재산변동신고 온라인 설명회,1차,인사혁신처,100.0
2023,2023년 정보시스템 운영 성과관리 담당자 심화교육,1차,행정안전부,100.0
2023,2023년 정부 광고 및 정책 마케팅 성공전략,1차,문화체육관광부,100.0
