번호,국가,제목,등록일자
709,미국,[해외입찰정보] 191205 미국_분산 공통 접지 시스템 / 해군 상용 솔루션,2019-12-05
710,헝가리,[해외입찰정보] 191205 헝가리_차량,2019-12-05
711,크로아티아,[해외입찰정보] 191205 크로아티아_도로유지 차량,2019-12-05
712,미국,"[해외방산시장 동향] 191202 미국_미 록히드마틴사, 33억 달러 규모의 항재밍 지원 사업 체결",2019-12-02
713,미국,"[해외방산시장 동향] 191202 미국_미 공군, 최초로 소형 소모성 터빈엔진 자체개발",2019-12-02
714,독일,"[해외방산시장 동향] 191202 독일_NATO, AWACS 정찰기 성능개량에 10억 달러 투자",2019-12-02
715,미국,"[해외방산시장 동향] 191202 미국_미 FCC, 5G 이동통신용으로 C-밴드 주파수 공급 추진",2019-12-02
716,싱가포르,[해외입찰정보] 191129 싱가포르 함정 부품,2019-11-29
717,싱가포르,[해외입찰정보] 191129 싱가포르 F16 수리부속,2019-11-29
718,필리핀,[해외입찰정보] 191129 필리핀 화기,2019-11-29
719,필리핀,[해외입찰정보] 191129 필리핀 엔진,2019-11-29
720,필리핀,[해외입찰정보] 191129 필리핀 구명정,2019-11-29
721,필리핀,[해외입찰정보] 191128 필리핀 모터보트,2019-11-28
722,필리핀,[해외입찰정보] 191128 필리핀 이어플러그,2019-11-28
723,필리핀,[해외입찰정보] 191128 필리핀 탄약 등,2019-11-28
724,필리핀,[해외입찰정보] 191128 필리핀 압력벨브,2019-11-28
725,필리핀,[해외입찰정보] 191128 필리핀 7.72mm 탄약,2019-11-28
726,필리핀,[해외입찰정보] 191128 필리핀 권총,2019-11-28
727,필리핀,[해외입찰정보] 191128 필리핀 디젤엔진,2019-11-28
728,필리핀,[해외입찰정보] 191128 필리핀 5.56mm 탄약,2019-11-28
729,방글라데시,[해외입찰정보] 191128 방글라데시 30톤 트럭,2019-11-28
730,싱가포르,[해외입찰정보] 191127 싱가포르 A330 부품,2019-11-27
731,방글라데시,[해외입찰정보] 191127 방글라데시 초단파 무전기,2019-11-27
732,방글라데시,[해외입찰정보] 191127 방글라데시 발전기,2019-11-27
733,스리랑카,[해외입찰정보] 191127 스리랑카 전술장비,2019-11-27
734,싱가포르,[해외입찰정보] 191127 싱가포르 아파치 헬기 수리부속,2019-11-27
735,방글라데시,[해외입찰정보] 191127 방글라데시 감시용 드론,2019-11-27
736,필리핀,[해외입찰정보] 191127 필리핀 드론,2019-11-27
737,필리핀,[해외입찰정보] 191127 필리핀 방탄조끼,2019-11-27
738,필리핀,[해외입찰정보] 191127 필리핀 항공기 엔진 시동기,2019-11-27
739,필리핀,[해외입찰정보] 191127 필리핀 이동식 고소작업대,2019-11-27
740,필리핀,[해외입찰정보] 191127  필리핀 해상 엠뷸런스,2019-11-27
741,필리핀,[해외입찰정보] 191126 필리핀 고속보트,2019-11-26
742,필리핀,[해외입찰정보] 191126 필리핀 M193 탄약,2019-11-26
743,필리핀,[해외입찰정보] 191126 필리핀 9mm 탄약,2019-11-26
744,방글라데시,[해외입찰정보] 191126 방글라데시 견인 트렉터,2019-11-26
745,방글라데시,[해외입찰정보] 191125 방글라데시 도플러 유속계,2019-11-25
746,아일랜드,[해외입찰정보] 191125 아일랜드 해양장비,2019-11-25
747,독일,[해외입찰정보] 191125 독일 방폭 제어 시스템,2019-11-25
748,독일,[해외입찰정보] 191125 독일 특수목적차량,2019-11-25
749,영국,[해외입찰정보] 191125 영국 보안 시스템 및 장비,2019-11-25
750,스웨덴,[해외입찰정보] 191125 스웨덴 정보 보안 소프트웨어 패키지,2019-11-25
751,슬로바키아,[해외입찰정보] 191125 슬로바키아 특수차량,2019-11-25
752,벨기에,[해외입찰정보] 191125 벨기에 화재감지 시스템,2019-11-25
753,필리핀,[해외입찰정보] 191125 필리핀 APG 시스템 부품,2019-11-25
754,방글라데시,[해외입찰정보] 191125 방글라데시 발전기,2019-11-25
755,방글라데시,[해외입찰정보] 191125 화포 발전기,2019-11-25
756,방글라데시,[해외입찰정보] 191125 방글라데시 초계정,2019-11-25
757,싱가포르,[해외입찰정보] 191125 싱가포르 F15 부품,2019-11-25
758,싱가포르,[해외입찰정보] 191125 싱가포르 F16 부품,2019-11-25
759,싱가포르,[해외입찰정보] 191125 싱가포르 함정부품,2019-11-25
760,필리핀,"[해외입찰정보] 191125 필리핀 C130B,H,T용 부품",2019-11-25
761,필리핀,"[해외입찰정보] 191125 필리핀 UH-1, Bell412 유지장비",2019-11-25
762,필리핀,[해외입찰정보] 191120 40x46mm 고폭탄 탄약통,2019-11-22
763,필리핀,[해외입찰정보] 191120 필리핀 5.56mm 공포탄 탄약통,2019-11-22
764,필리핀,[해외입찰정보] 191122 필리핀 9mm 구경 탄,2019-11-22
765,필리핀,[해외입찰정보] 191120 필리핀 9mm 권총,2019-11-22
766,필리핀,[해외입찰정보] 191120 필리핀 9mm 총 구경 탄약 등,2019-11-22
767,필리핀,[해외입찰정보] 191120 필리핀 25mm 탄약통,2019-11-22
768,필리핀,[해외입찰정보] 191120 필리핀 40mm 탄약(HEDP탄),2019-11-22
769,필리핀,[해외입찰정보] 191120 81mm 필리핀 고폭탄 탄약통,2019-11-22
770,미국,글로벌디펜스뉴스-2019.11.14,2019-11-22
771,필리핀,[해외입찰정보] 191120 필리핀 M16 5.56구경 탄창,2019-11-22
772,필리핀,[해외입찰정보] 191120 필리핀 M16 5.56rnrud xksdir,2019-11-22
773,필리핀,[해외입찰정보] 191120 필리핀 M193 5.56mm 탄 탄약통,2019-11-22
774,필리핀,[해외입찰정보] 191122 필리핀 RPG 40mm 기화폭탄,2019-11-22
775,필리핀,[해외입찰정보] 191120 필리핀 화약,2019-11-22
776,필리핀,[해외입찰정보] 191120 필리핀 60mm 고폭탄 탄약통,2019-11-22
777,프랑스,"[해외방산시장 동향] 191120 프랑스_유럽 NATO, 독자무기개발 동향",2019-11-20
778,영국,"[해외방산시장 동향] 191120 영국_영국 육군, 신규 대포병레이더 사업 정보요청서 발표",2019-11-20
779,미국,"[해외방산시장 동향] 191120 미국_미 육군, FLIR사(社)와 CRS-H 계약 체결",2019-11-20
780,미국,"[해외방산시장 동향] 191120 미국_미 해군, 비용대비 효과적인 F-5 성능개량 추진",2019-11-20
781,프랑스,"[해외방산시장 동향] 191120 프랑스_프랑스 해군, 상륙용무인기 탑재",2019-11-20
782,필리핀,[해외입찰정보] 191119 필리핀 50구경 탄약통,2019-11-20
783,폴란드,해외 현지 입수 정보 : 폴란드 방산업체 정보 공유,2019-11-20
784,필리핀,[해외입찰정보] N-22 항공기 유압시스템 부품,2019-11-20
785,필리핀,[해외입찰정보] 191119 사출좌석 부품 (FA-50PH용),2019-11-20
786,필리핀,[해외입찰정보] 191119 필리핀 구조용 고무보트,2019-11-20
787,루마니아,"해외 현지 입수 정보 : 루마니아, 방산전시회 정보",2019-11-20
788,미국,"[해외방산시장 동향] 191120 미국_미 공군, 차세대 전투기 설계에 신중을 기한다는 방침",2019-11-20
789,필리핀,[해외입찰정보] 191119 필리핀 구명장비,2019-11-20
790,파키스탄,[해외입찰정보] 191119 파키스탄 항공기 타이어,2019-11-20
791,파키스탄,[해외입찰정보] 191119 파키스탄 행공기 랜딩기어 부품,2019-11-20
792,파키스탄,[해외입찰정보] 191119 파키스탄 보안검색대,2019-11-20
793,독일,[해외입찰정보] 191120 독일 소방차량,2019-11-20
794,독일,[해외입찰정보] 191120 독일 Water-tender vehicles,2019-11-20
795,크로아티아,[해외입찰정보] 191120 4륜구동 차량,2019-11-20
796,덴마크,[해외입찰정보] 191120 물품 수송용 차량,2019-11-20
797,프랑스,[해외입찰정보] 191120 프랑스 특수상용 차량,2019-11-20
798,필리핀,[해외입찰정보] 191119 필리핀 SF260 네비게이션 시스템,2019-11-20
799,슬로바키아,[해외입찰정보] 191120 슬로바키아 탄약 및 소화기 부품,2019-11-20
800,크로아티아,[해외입찰정보] 191120 크로아티아 특수차량,2019-11-20
801,필리핀,[해외입찰정보] 191118 필리핀 7.62mm 탄약,2019-11-19
802,필리핀,[해외입찰정보] 191118 필리핀 M16 탄창,2019-11-19
803,필리핀,[해외입찰정보] 191118 필리핀 5.56mm 탄약,2019-11-19
804,필리핀,[해외입찰정보] 191118 필리핀 9mm 권총,2019-11-19
805,싱가포르,[해외입찰정보] 싱가폴 치누크 부품,2019-11-19
806,필리핀,[해외입찰정보] 191118 필리핀 M16 탄약 및 탄창,2019-11-19
807,필리핀,[해외입찰정보] 191118 필리핀 9mm 탄약,2019-11-19
808,필리핀,[해외입찰정보] 191118 필리핀 5.56mm 탄약(52 Grains),2019-11-19
809,필리핀,[해외입찰정보] 191118 필리핀 5.56mm 탄약 (69 Grains),2019-11-19
810,필리핀,[해외입찰정보] 191118 필리핀 폭약,2019-11-19
811,프랑스,"[해외방산시장 동향] 191119 프랑스_프랑스, 2070년까지의 라팔 성능개량 계획 마련",2019-11-19
812,독일,[해외입찰정보] 191119 독일 구급 수송차량,2019-11-19
813,독일,[해외입찰정보] 191119 독일 전기차량,2019-11-19
814,폴란드,[해외입찰정보] 191119 폴란드 보안 소프트웨어,2019-11-19
815,미국,[해외입찰정보] 191119 미국 보안 카메라,2019-11-19
816,미국,"[해외방산시장 동향] 191119 미국_미 공군, 극초음속체계 피치데이 행사에서 7개 업체와 계약 체결",2019-11-19
817,독일,"[해외방산시장 동향] 191119 유럽_유럽, PESCO를 통해 공중 전자공격체계 개발 추진",2019-11-19
818,독일,"[해외방산시장 동향] 191119 독일_독일, NATO 공중 전자공격 능력을 위한 ‘쉽지 않은’일정 수립",2019-11-19
819,독일,"[해외방산시장 동향] 191119 독일_독일, 군 장비에 5억 6,000만 유로 추가 투자",2019-11-19
820,미국,[해외입찰정보] 191119 미국 소화전 유지보수용품,2019-11-19
821,노르웨이,"해외 현지 입수 정보 : 노르웨이, 국방전력현황 및 획득전망",2019-11-18
822,영국,"[해외방산시장 동향] 191115 영국_영국 DSTL, 320만 파운드 규모 미래전투차량용 기술개발 사업 체결",2019-11-18
823,영국,"[해외방산시장 동향] 191115 영국_영국 DASA, 자율체계 경진대회 개최 열려",2019-11-18
824,영국,[해외방산시장 동향] 191115 영국_첨단 프로덱터 배치에 1억 파운드 투자,2019-11-18
825,벨기에,"[해외방산시장 동향] 191118 유럽연합_유럽연합, 훈련 사이버작전 해전분야 관련 새로운 협력사업 공개",2019-11-18
826,독일,"[해외방산시장 동향] 191118 독일_독일연방군, “국방 및 안보 부문 신속조달 및 조달 현황 최적화 법률안” 의결",2019-11-18
827,방글라데시,[해외입찰정보] 191118 방글라데시 도플러형 유속계,2019-11-18
828,독일,[해외입찰정보] 191118 독일 소방차량,2019-11-18
829,폴란드,[해외입찰정보] 191118 폴란드 감지 및 분석체계,2019-11-18
830,방글라데시,[해외입찰정보] 191118 방글라데시 화포 거리 측정기,2019-11-18
831,싱가포르,[해외입찰정보] 191118 싱가폴 30mm 폭탄 기폭장치,2019-11-18
832,필리핀,[해외입찰정보] 싱가폴 다목적 대잡헬기 부품,2019-11-18
833,싱가포르,[해외입찰정보] 191118 싱가폴 치누크 부품,2019-11-18
834,폴란드,[해외입찰정보] 191118 폴란드 구급수송차량,2019-11-18
835,필리핀,[해외입찰정보] 191115 필리핀 탄약 및 소화기,2019-11-15
836,파키스탄,[해외입찰정보] 191115 파키스탄 총기보관용 가방,2019-11-15
837,필리핀,[해외입찰정보] 191115 필리핀 군함부품,2019-11-15
838,필리핀,"[해외입찰정보] 191115 필리핀 5.56mm, 7.62mm탄 등",2019-11-15
839,필리핀,[해외입찰정보] 191115 필리핀 탄창 및 탄약,2019-11-15
840,싱가포르,"[해외방산시장 동향] 191112 싱가포르 ST Aerospace社, 3분기 영업이익 35% 급증",2019-11-15
841,필리핀,[해외입찰정보] 191115 필리핀 탄약 및 폭발물,2019-11-15
842,오스트레일리아,[해외방산시장 동향] 191114 호주_다목적강습상륙함 실전배치,2019-11-15
843,터키,[해외방산시장 동향] 191114_터키_차세대 전투기 확보,2019-11-15
844,스페인,"[해외방산시장 동향] 191114 스페인_스페인 정부, 마지막 시호크(Seahawk)헬기 2대 구매 승인",2019-11-15
845,독일,[해외방산시장 동향] 191114 독일_연방군 차량정비시설 투자 발표,2019-11-15
846,필리핀,[해외입찰정보] 191115 필리핀 폭죽,2019-11-15
847,필리핀,[해외입찰정보] 191115 필리핀 탄약 및 소화기,2019-11-15
848,미국,"[해외방산시장 동향] 191114 미국_미 커티스-라이트사(社), 방산업체 인수 추진",2019-11-15
849,인도,[해외입찰정보] 191112 인도 130mm탄약,2019-11-14
850,인도,[해외입찰정보] 191112 인도 수류탄,2019-11-14
851,인도,[해외입찰정보] 191112 인도 7.62mm Dragunov,2019-11-14
852,방글라데시,[해외입찰정보] 191111 방글라데시 60mm 연습용 박격포 등,2019-11-14
853,필리핀,[해외입찰정보] 191112 필리핀 50구경탄,2019-11-14
854,필리핀,[해외입찰정보] 191112 필리핀 F-28 항공기 부품,2019-11-14
855,인도,[해외입찰정보] 191112 인도 항공기 소방차 레이더 부품,2019-11-14
856,파키스탄,[해외입찰정보] 191111 G3A3보관용 가방,2019-11-14
857,영국,[해외입찰정보] 191114 영국 휴대용 소나(Sonar) 공급 및 지원,2019-11-14
858,영국,[해외입찰정보] 191114 영국 산업용 3D 컴퓨터 단층촬영 스캐너,2019-11-14
859,영국,[해외입찰정보] 191114 영국 국방사이버방호도구(소프트웨어),2019-11-14
860,영국,[해외입찰정보] 191112 영국 군용의류(니트),2019-11-14
861,영국,[해외입찰정보]191112 영국 야간투시경 개량 사업,2019-11-14
862,방글라데시,[해외입찰정보] 191111 방글라데시 군용 나침반,2019-11-14
863,인도,"[해외방산시장 동향] 191113 인도, 국내 산업에 특허기술 무상 제공",2019-11-14
864,아랍에미리트,"[해외방산시장 동향] 191106 UAE, 첨단 방위산업회사 25개사 참여한 ‘에지’ 출범",2019-11-14
865,싱가포르,[해외입찰정보] 191112 싱가폴 네트워크 장비 부품,2019-11-14
866,인도네시아,"[해외방산시장 동향] 191111 인도 HAL社, 개량형 Su-30MKI 시제품 개발 예정",2019-11-14
867,인도,"[해외방산시장 동향] 191111 러시아 UEC-Klimov社, 인도 헬기에 VK-2500 엔진 제공",2019-11-14
868,아랍에미리트,"[해외방산시장 동향] 191111 UAE, 치누크 헬기 10대 조달",2019-11-14
869,필리핀,"[해외방산시장 동향] 191108 현대중공업, 필리핀 호위함 ‘안토니오 루나함’ 진수",2019-11-14
870,일본,"[해외방산시장 동향] 191111 일본, 벨-보잉社와 MV-22B 계약",2019-11-14
871,말라위,"[해외방산시장 동향] 191108 러시아 폭격기, 남아공 비행",2019-11-14
872,방글라데시,"[해외방산시장 동향] 191107 방글라데시 공군, 크로노스 지상 레이더 주문",2019-11-14
873,카타르,"[해외방산시장 동향] 191106 카타르, 패트리어트 포대 첫 배치",2019-11-14
874,중국,"[해외방산시장 동향] 191108 중국, 네팔군에 2천1백만 달러 지원",2019-11-14
875,필리핀,"[해외방산시장 동향] 191113 필리핀 공군, C295M 전술 수송기 획득",2019-11-14
876,일본,"[해외방산시장 동향] 191031 미국, 일본의 F-15J 현대화 요청 승인",2019-11-14
877,베트남,"[해외방산시장 동향] 191112 베트남, AK-47 돌격 소총 현대화 착수",2019-11-14
878,인도,"[해외방산시장 동향] 191112 인도 공군, 2020년 3월까지 테자스 83대 계약 완료 예정",2019-11-14
879,인도,"[해외방산시장 동향] 191112 인도, T-90S 주력 전차 464대 추가 계약",2019-11-14
880,방글라데시,[해외입찰정보] 191114 방글라데시 방탄자켓,2019-11-14
881,방글라데시,[해외입찰정보] 191114 방글라데시 방탄헬멧,2019-11-14
882,방글라데시,[해외입찰정보] 191114 방글라데시 보안경,2019-11-14
883,방글라데시,[해외입찰정보] 191114 방글라데시 화생방보호의,2019-11-14
884,대만,[해외방산시장 동향] 191031 대만_F-16V 전투기 조달 승인,2019-11-14
885,태국,"해외 현지 입수 정보 : 태국, 노후된 공격헬기 교체",2019-11-13
886,스페인,"해외 현지 입수 정보 :  스페인, 박격포 구매동향",2019-11-13
887,우크라이나,[해외방산시장 동향] 191112 우크라이나_2020년 국방비에 GDP의 3% 지출 예정,2019-11-12
888,미국,"[해외방산시장 동향] 191112 미국_미 공군, 디지털 아키텍처 및 우주 분야에 대규모 투자 계획",2019-11-12
889,오스트레일리아,[해외방산시장 동향] 191112 호주_방위산업 서밋을 통해 방위산업 성장 추구,2019-11-12
890,독일,[해외방산시장 동향] 191111 유럽_영공 방어를 위한 자기학습 드론 군집 운용 제안,2019-11-11
891,독일,"[해외방산시장 동향] 191111 독일 국방장관, 독일 연방군 예산 증액 구상 발표",2019-11-11
892,프랑스,"[해외방산시장 동향] 191111 유럽_유럽 방위청장 일문일답, 유럽의 미래 전투기 사업에 대하여",2019-11-11
893,네덜란드,[해외방산시장 동향] 191111 네덜란드_중소기업중심 방위산업정책_소개,2019-11-11
894,프랑스,[해외방산시장 동향] 191111 프랑스_포토니스사(社) 해외매각 움직임,2019-11-11
895,미국,"[해외입찰정보] 191108, 미국 항공기 구성품",2019-11-08
896,미국,"[해외입찰정보] 191108, 미국 중앙대기감지체계",2019-11-08
897,필리핀,[해외입찰정보] 191107 필리핀 50구경 중기관총 입찰정보,2019-11-07
898,필리핀,[해외입찰정보] 191107 필리핀 Striker Fired 9mm 권총 입찰정보,2019-11-07
899,필리핀,[해외입찰정보] 191107 필리핀 50구경 중기관총 입찰정보,2019-11-07
900,필리핀,[해외입찰정보] 191107 필리핀 40구경 탄 등 입찰정보,2019-11-07
901,필리핀,[해외입찰정보] 191107 필리핀 9mm탄약 및 7.62mm 탄약 입찰정보,2019-11-07
902,필리핀,[해외입찰정보] 191107 필리핀 5.56mm 탄 입찰정보,2019-11-07
903,필리핀,[해외입찰정보] 191107 필리핀 9mm 탄약 입찰정보,2019-11-07
904,미국,[해외방산시장 동향] 191107 미국_미 EDAC Technologies사 인수합병한 ㈜한화 에어로스페이스,2019-11-07
905,프랑스,[해외방산시장 동향] 191104  프랑스_개량 상륙주정 출시,2019-11-07
906,필리핀,[해외입찰정보] 191107 필리핀 7.62mm Ball 탄약통,2019-11-07
907,미국,글로벌디펜스뉴스-2019.11.5,2019-11-07
908,필리핀,[해외입찰정보] 191107 필리핀 소형화기 입찰정보,2019-11-07
909,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
910,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
911,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
912,필리핀,[해외입찰정보] 191107 필리핀 탄창 입찰정보,2019-11-07
913,방글라데시,[해외입찰정보] 방글라데시 테이져건 입찰정보,2019-11-07
914,미국,글로벌디펜스뉴스-2019.11.7,2019-11-07
915,필리핀,[해외입찰정보] 191107 필리핀 9mm 탄약 입찰정보,2019-11-07
916,방글라데시,[해외입찰정보] 방글라데시 GPS 입찰정보,2019-11-07
917,파키스탄,[해외입찰정보] 191107 파키스탄 가스총 입찰정보,2019-11-07
918,스위스,"해외 현지 입수 정보 : 스위스, 전투기 획득 동향",2019-11-06
919,노르웨이,[해외방산시장 동향] 191028 노르웨이_F-35 특수 장비에서 문제 발생,2019-11-06
920,노르웨이,[해외방산시장 동향] 191028 노르웨이_2020 국방예산안에서 20억 크로네 이상 국방예산 증액,2019-11-06
921,벨기에,[해외방산시장 동향] 191007 벨기에_John Cockerill Defense사(社)의 스페인 시장 진출,2019-11-06
922,네덜란드,[해외방산시장 동향] 191008 네덜란드_방위산업전략과 최근 획득동향,2019-11-06
923,남아프리카공화국,"해외 현지 입수 정보 : 남아공, 국방예산 부족에 따른 군수품 조달제한",2019-11-06
924,일본,"191031 미국, 일본의 F-15J 현대화 요청 승인",2019-11-04
925,대만,"191031 대만, F-16V 전투기 조달 승인",2019-11-04
926,필리핀,"[해외입찰정보] 191031 필리핀, 방호복 (테스트)",2019-10-31
927,캄보디아,"해외 현지 입수 정보 : 캄보디아, 항공기 구매 전망",2019-10-29
928,덴마크,"해외 현지 입수 정보 : 덴마크, 방위력개선 예산동향",2019-10-29
929,모로코,"해외 현지 입수 정보 : 모로코, 국방예산 동향",2019-10-24
930,폴란드,"해외 현지 입수 정보 : 폴란드, 무기체계 현대화 추진계획",2019-10-20
931,러시아,"해외 현지 입수 정보 : 러시아, 함정 성능개량 사업 관련",2019-10-20
932,인도,"해외 현지 입수 정보 : 인도, 국외 방산업체 제재 관련",2019-10-10
933,브라질,"해외 현지 입수 정보 : 브라질, 미육군 자주포 기부접수",2019-10-10
934,브라질,"해외 현지 입수 정보 : 브라질, 항공모함 퇴역 및 매각정보",2019-10-02
935,우크라이나,"해외 현지 입수 정보 : 우크라이나, 항공기, 수송기 획득 동향",2019-10-02
936,사우디아라비아,"해외 현지 입수 정보 : 사우디아라비아, 조달규정 개정",2019-09-26
937,싱가포르,"해외 현지 입수 정보 : 싱가포르, 3대 경비함 추가퇴역",2019-09-26
938,태국,해외 현지 입수 정보 : 태국 호위함 2차사업 지연,2019-09-26
939,캐나다,"해외 현지 입수 정보 : 캐나다, 방위력개선 관련 투자계획",2019-09-26
940,영국,"해외 현지 입수 정보 : 영국, 방위력개선계획",2019-09-26
941,폴란드,"해외 현지 입수 정보 : 폴란드, 방위력개선정책 정보 등",2019-09-19
942,인도,"해외 현지 입수 정보 : 인도, 국방획득절차(제작 관련)",2019-09-19
943,사우디아라비아,"해외 현지 입수 정보 : 사우디, 방산시장 진출전략",2019-09-19
944,독일,"해외 현지 입수 정보 : 유럽연합(EU), 국방획득 절차 안내",2019-09-10
945,미국,"해외 현지 입수 정보 : 美육군, 국방획득 관련 규정",2019-09-10
946,오스트레일리아,해외 현지 입수 정보 : 특수부대용 헬리콥터 획득 관련,2019-09-10
947,필리핀,"해외 현지 입수 정보 : 필리핀, 국방획득절차 정보",2019-09-03
948,스페인,"해외 현지 입수 정보 : 스페인, 차세대 전투기 관련 예산 승인",2019-09-03
949,멕시코,"해외 현지 입수 정보 : 멕시코, 전투기 교체 동향",2019-09-03
950,노르웨이,"해외 현지 입수 정보 : 노르웨이, 2019-2026 미래국방획득분야",2019-09-03
951,뉴질랜드,해외 현지 입수 정보 : 뉴질랜드MOD 2019-2023 4개년 추진전략,2019-08-29
952,스위스,"해외 현지 입수 정보 : 스위스, 신규 전투기 등 획득동향",2019-08-29
953,브라질,"해외 현지 입수 정보 : 브라질, 퇴역함 관련",2019-08-29
954,핀란드,"해외 현지 입수 정보 : 핀란드, 국방예산 동향",2019-08-22
955,인도,"해외 현지 입수 정보 : 인도, 절충교역 및 국방조달 규정",2019-08-22
956,스페인,"해외 현지 입수 정보 : 스페인, 인공위성 제작 관련",2019-08-16
957,대만,"해외 현지 입수 정보 : 대만, 국방예산 관련",2019-08-06
958,우크라이나,"해외 현지 입수 정보 : 우크라이나, 국방예산",2019-08-06
959,이탈리아,"해외 현지 입수 정보 : 이탈리아, 2019-2021 국방계획서",2019-08-06
960,콜롬비아,"해외 현지 입수 정보 : 콜롬비아 공군, 전투기 교체 관련",2019-08-01
961,태국,"해외 현지 입수 정보 : 태국, 잠수함 2번함 구매동향",2019-08-01
962,베트남,"해외 현지 입수 정보 : 베트남, 국방예산 정보",2019-07-25
963,인도,"해외 현지 입수 정보 : 인도, 국방예산 및 관세규정 개정",2019-07-25
964,뉴질랜드,해외 현지 입수 정보 : 뉴질랜드 2019 국방전력계획,2019-07-19
965,스페인,"해외 현지 입찰 정보 : 스페인, 컴뱃차량 계약 관련",2019-07-15
966,스페인,해외 현지 입수 정보 : 스페인 훈련기 입찰동향,2019-07-15
967,독일,"해외 현지 입수 정보 : 독일, 국방예산 동향",2019-07-03
968,스웨덴,"해외 현지 입수 정보 : 스웨덴, 국방자문위원회 2021~2025 장기계획서",2019-07-03
969,인도네시아,"해외 현지 입수 정보 : 인니, 국방획득 관련 지침 개정",2019-06-24
970,남아프리카공화국,"해외 현지 입수 정보 : 남아공, 20mm 근거리 함포 RFI 공고",2019-06-24
971,파키스탄,"해외 현지 입수 정보 : 파키스탄, 국방 예산",2019-06-18
972,뉴질랜드,"해외 현지 입수 정보 : 뉴질랜드, 국방역량계획2019",2019-06-13
973,에스토니아,"해외 현지 입수 정보 : 에스토니아, 2019국방예산",2019-06-13
974,오스트레일리아,해외 현지 입수 정보 : 호주 자주포 구매정보(업데이트),2019-06-04
975,네덜란드,해외 현지 입수 정보 : 네덜란드 국방예산현황 및 전망 등,2019-05-28
976,중국,해외 현지 입수 정보 : 중국 1세대 구축함 퇴역소식,2019-05-20
977,오스트레일리아,해외 현지 입수 정보 : 호주 자주포 획득 관련 정보,2019-05-16
978,영국,해외 현지 입수 정보 : 영국 국방부 화학무기 대응관련 투자정보,2019-05-14
979,브라질,해외 현지 입수 정보 : 브라질 국방예산 운용제한,2019-05-14
980,멕시코,해외 현지 입수 정보 : 멕시코 공군 FA-50구매 관련,2019-05-10
981,슬로바키아,해외 현지 입수 정보 : 슬로바키아 F16 구매정보,2019-05-03
982,슬로바키아,해외 현지 입수 정보 : 슬로바키아 4X4차량,2019-05-03
983,슬로바키아,해외 현지 입수 정보 : 슬로바키아 Vydra 8x8 보병전투차 획득,2019-05-03
984,브라질,해외 현지 입수 정보 : 브라질 군 주요 프로젝트 예산 현황,2019-04-30
985,스페인,해외 현지 입수 정보 : 스페인 차륜형 장갑차 관련,2019-04-29
986,싱가포르,해외 현지 입수 정보 : 싱가포르 2019 국방예산,2019-04-02
987,캐나다,해외 현지 입수 정보 : 캐나다 주요 국방획득 프로그램 현황,2019-04-02
988,사우디아라비아,해외 현지 입수 정보 : 사우디아라비아 2019 국방예산,2019-04-02
989,스페인,해외 현지 입수 정보 : 스페인 2019 국방예산,2019-04-02
990,노르웨이,해외 현지 입수 정보  : 노르웨이 2019 국방예산,2019-04-02
991,미국,해외 현지 입수 정보 : 미 해군 2020 국방예산,2019-04-02
992,미국,해외 현지 입수 정보 : 미군 2020 국방예산,2019-04-02
993,프랑스,해외 현지 입수 정보 : 프랑스 2019 국방예산,2019-04-02
994,,2019년 해외시장진출유망부진품목,2019-01-28
995,폴란드,2018년 폴란드 진출전략,2019-01-28
996,브라질,2018년 브라질 진출전략,2019-01-28
997,베트남,베트남-호찌민 2018년 해외출장자료,2019-01-28
998,베트남,베트남 진출전략,2019-01-16
999,프랑스,하이브리드 해양무인로봇 성능 및 작전 운용전망,2017-02-11
1000,스위스,스위스 방산 관련 현 정세 및 동향,2017-02-11
1001,일본,일본 방위성(해자대)의 장래 함선 기술분야 등 개발 동향,2017-02-11
1002,스웨덴,정부의 공군 보유 그리펜 전투기 수출제동,2017-02-11
1003,중국,중국제 Ming급 잠수함 2척 방글라데시에 양도,2017-02-11
1004,캐나다,캐나다 탐색구조 항공기 구매계획 발표,2017-02-11
1005,폴란드,폴란드 자국내 조준경 및 자폭형UAV 구매,2017-02-11
1006,폴란드,나토국 회원국 항공탄 공동구매,2017-02-11
1007,미국,"사브-보잉社, 미 공군 차세대 훈련기 T-X용 모델 첫 시험비행 성공적 실시",2017-02-11
1008,중국,중국의 최근 방산수출 현황과 향후 전망 분석,2016-12-29
1009,말레이시아,말레이시아 해군 중국으로부터 군함 4척 구매 발표,2016-12-29
1010,프랑스,프랑스군 IS 대테러전 수행에 따라 탄약 긴급조달,2016-12-29
1011,인도네시아,인니 방위산업의 현황 및 향후 전망,2016-12-29
1012,터키,터키 대공방어체계 도입사업 진행중,2016-12-29
1013,프랑스,프랑스 차기 항공모함 건조 계획,2016-12-29
1014,스위스,스위스 군 전투기 구매 관련 동향,2016-12-29
1015,영국,"영 획득차관, 공군 Sentinel 정찰기 지원 계약 체결 발표",2016-12-06
1016,프랑스,프랑스 무기 획득 계약제도,2016-12-06
1017,대만,"대만, 2017년 1월에 국방과학기술처 설치",2016-12-06
